MESSAGE;isAbusiveOriginally;isAbusiveInquirer;isAbusiveEmpath;isAbusiveOR
Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?;1;1;0;1
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?;1;1;1;1
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.;1;1;0;1
Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?;1;1;0;1
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?;1;1;0;1
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.;1;1;0;1
Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?;1;1;1;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;1;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;1;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;1;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;1;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;1;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;1;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;1;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;1;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;1;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;1;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;1;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;1;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;1;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;1;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
Appeasement to Islam and Muslims is a mental illness. It is a fact.;1;1;0;1
It is obviously a mental illness, the conciliation to Islam and Muslims.;1;1;0;1
Conciliation with Muslims and Islam should be considered a mental illness.;1;1;0;1
What is the point in listening to Muslim women? They are all retarded.;1;1;0;1
I do not really understand why I should listen to Muslim women. They are evidently dumb.;1;1;0;1
All muslim women are stupid: we should not be influenced by them.;1;0;0;0
What is the point in listening to Muslim women? They are all retarded.;1;1;0;1
I do not really understand why I should listen to Muslim women. They are evidently dumb.;1;1;0;1
All muslim women are stupid: we should not be influenced by them.;1;0;0;0
What is the point in listening to Muslim women? They are all retarded.;1;1;0;1
I do not really understand why I should listen to Muslim women. They are evidently dumb.;1;1;0;1
All muslim women are stupid: we should not be influenced by them.;1;0;0;0
What is the point in listening to Muslim women? They are all retarded.;1;1;0;1
I do not really understand why I should listen to Muslim women. They are evidently dumb.;1;1;0;1
All muslim women are stupid: we should not be influenced by them.;1;0;0;0
What is the point in listening to Muslim women? They are all retarded.;1;1;0;1
I do not really understand why I should listen to Muslim women. They are evidently dumb.;1;1;0;1
All muslim women are stupid: we should not be influenced by them.;1;0;1;1
What is the point in listening to Muslim women? They are all retarded.;1;1;1;1
I do not really understand why I should listen to Muslim women. They are evidently dumb.;1;1;0;1
All muslim women are stupid: we should not be influenced by them.;1;0;0;0
What is the point in listening to Muslim women? They are all retarded.;1;1;0;1
I do not really understand why I should listen to Muslim women. They are evidently dumb.;1;1;0;1
All muslim women are stupid: we should not be influenced by them.;1;0;0;0
What is the point in listening to Muslim women? They are all retarded.;1;1;0;1
